Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Quantity,Purchase_Date,Manufacturing_Date,Expiry_Date,Remainder_Time,Frequency,Remaining_Stock,Status,Reminder_Time
Cefprofen,Antibiotic,Tablet,112 mg,Johnson & Johnson,Pain,Over-the-Counter,,60,2026-04-07,2025-10-28,2027-10-28,,Weekly,24,Active,09:00 AM
Ibuprostatin,Antidiabetic,Drops,157 mg,Amgen Inc.,Diabetes,Prescription,,90,2025-09-12,2025-06-01,2027-06-01,,Three Times Daily,90,Active,01:00 PM
Ibupronazole,Analgesic,Ointment,976 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription,,15,2026-02-14,2025-12-20,2027-12-20,,Once Daily,12,Completed,09:00 PM
Dolomycin,Antidepressant,Ointment,284 mg,Johnson & Johnson,Wound,Over-the-Counter,,120,2025-10-27,2025-06-02,2027-06-02,,Once Daily,83,Completed,01:00 PM
Dolonazole,Antiviral,Capsule,503 mg,AbbVie Inc.,Wound,Prescription,,30,2026-04-23,2026-03-21,2028-03-20,,Twice Daily,11,Active,09:00 AM
Dolovir,Antibiotic,Ointment,790 mg,Sanofi S.A.,Infection,Prescription,,30,2026-01-10,2025-08-28,2027-08-28,,Weekly,8,Completed,09:00 PM
Ibupromycin,Antiviral,Injection,260 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription,,120,2025-08-03,2025-03-17,2027-03-17,,Three Times Daily,69,Completed,08:00 AM
Cefmet,Antidepressant,Syrup,360 mg,"Gilead Sciences, Inc.",Infection,Prescription,,15,2025-11-03,2025-05-15,2027-05-15,,Once Daily,11,Completed,09:00 AM
Cefstatin,Analgesic,Cream,394 mg,Roche Holding AG,Fever,Over-the-Counter,,30,2026-05-19,2026-02-28,2028-02-28,,Once Daily,10,Completed,01:00 PM
Cefphen,Analgesic,Syrup,50 mg,"Merck & Co., Inc.",Fungus,Prescription,,120,2025-11-07,2025-06-22,2027-06-22,,Twice Daily,67,Active,06:00 PM
Clarimet,Antipyretic,Capsule,714 mg,Novartis AG,Wound,Prescription,,60,2025-08-20,2025-05-25,2027-05-25,,Three Times Daily,51,Active,08:00 AM
Acetostatin,Antiviral,Inhaler,127 mg,"Gilead Sciences, Inc.",Fever,Prescription,,15,2025-08-29,2025-06-12,2027-06-12,,Weekly,8,Completed,01:00 PM
Clariprofen,Antipyretic,Drops,457 mg,"Merck & Co., Inc.",Depression,Prescription,,120,2026-01-03,2025-07-29,2027-07-29,,Weekly,4,Active,08:00 AM
Cefmycin,Antifungal,Ointment,778 mg,Sanofi S.A.,Diabetes,Prescription,,90,2026-02-03,2025-11-03,2027-11-03,,Once Daily,22,Active,01:00 PM
Clarinazole,Antipyretic,Ointment,419 mg,Novartis AG,Virus,Prescription,,15,2025-10-05,2025-04-08,2027-04-08,,Three Times Daily,1,Completed,09:00 AM
Clarimet,Antipyretic,Tablet,957 mg,Novo Nordisk A/S,Fungus,Prescription,,30,2025-09-04,2025-05-25,2027-05-25,,Three Times Daily,6,Completed,08:00 AM
Acetomet,Antidiabetic,Cream,985 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter,,15,2026-03-15,2025-12-13,2027-12-13,,Once Daily,8,Completed,09:00 PM
Ibupromycin,Antifungal,Ointment,990 mg,Johnson & Johnson,Fungus,Prescription,,30,2026-02-17,2026-01-12,2028-01-12,,Three Times Daily,25,Completed,06:00 PM
Cefphen,Antidiabetic,Syrup,194 mg,Pfizer Inc.,Fungus,Prescription,,30,2025-09-03,2025-07-24,2027-07-24,,Twice Daily,18,Completed,01:00 PM
Clariprofen,Antidiabetic,Cream,706 mg,"Gilead Sciences, Inc.",Wound,Prescription,,90,2026-03-30,2026-02-12,2028-02-12,,Three Times Daily,69,Completed,01:00 PM
Amoxiphen,Antipyretic,Injection,984 mg,"Merck & Co., Inc.",Pain,Prescription,,30,2025-08-21,2025-03-08,2027-03-08,,Once Daily,21,Completed,09:00 AM
Dextronazole,Antipyretic,Drops,813 mg,Pfizer Inc.,Fever,Over-the-Counter,,15,2025-11-03,2025-09-12,2027-09-12,,Once Daily,9,Active,09:00 PM
Acetomycin,Antiseptic,Cream,493 mg,Amgen Inc.,Pain,Prescription,,120,2025-10-09,2025-04-12,2027-04-12,,Once Daily,70,Active,06:00 PM
Ibuprocillin,Antiseptic,Inhaler,997 mg,Sanofi S.A.,Depression,Over-the-Counter,,60,2026-07-20,2026-02-07,2028-02-07,,Three Times Daily,58,Active,08:00 AM
Dextrocillin,Antifungal,Capsule,110 mg,Johnson & Johnson,Diabetes,Over-the-Counter,,60,2026-06-26,2026-03-24,2028-03-23,,Three Times Daily,31,Completed,09:00 PM
Dolovir,Antifungal,Inhaler,58 mg,Bayer AG,Fever,Over-the-Counter,,120,2026-05-18,2025-11-24,2027-11-24,,Three Times Daily,94,Active,01:00 PM
Cefstatin,Antibiotic,Capsule,726 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,,30,2026-06-11,2026-02-12,2028-02-12,,Twice Daily,6,Completed,01:00 PM
Ibupronazole,Antibiotic,Ointment,894 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,,90,2025-09-10,2025-05-16,2027-05-16,,Weekly,54,Active,06:00 PM
Acetoprofen,Antifungal,Injection,906 mg,AbbVie Inc.,Diabetes,Prescription,,120,2026-05-23,2026-03-04,2028-03-03,,Weekly,23,Completed,09:00 PM
Cefstatin,Antifungal,Injection,876 mg,Roche Holding AG,Wound,Over-the-Counter,,90,2025-08-22,2025-05-03,2027-05-03,,Three Times Daily,82,Active,01:00 PM
Dextronazole,Analgesic,Tablet,723 mg,Bristol-Myers Squibb Company,Infection,Prescription,,60,2025-12-05,2025-07-19,2027-07-19,,Three Times Daily,25,Active,08:00 AM
Dextrocillin,Antipyretic,Injection,54 mg,Roche Holding AG,Fungus,Prescription,,60,2026-03-28,2025-11-09,2027-11-09,,Once Daily,15,Active,09:00 AM
Ibupromycin,Antipyretic,Tablet,47 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,,60,2026-05-06,2025-12-30,2027-12-30,,Weekly,16,Completed,09:00 AM
Acetomycin,Antipyretic,Syrup,272 mg,AbbVie Inc.,Virus,Over-the-Counter,,90,2025-12-03,2025-10-17,2027-10-17,,Three Times Daily,11,Active,08:00 AM
Ibuprocillin,Analgesic,Capsule,743 mg,Eli Lilly and Company,Fever,Prescription,,30,2025-10-20,2025-07-06,2027-07-06,,Twice Daily,24,Active,06:00 PM
Clarimycin,Antiviral,Ointment,509 mg,Novo Nordisk A/S,Wound,Prescription,,60,2025-12-05,2025-09-24,2027-09-24,,Weekly,40,Completed,06:00 PM
Dolocillin,Antifungal,Tablet,608 mg,AbbVie Inc.,Pain,Prescription,,60,2025-10-02,2025-06-12,2027-06-12,,Three Times Daily,18,Active,08:00 AM
Clarivir,Analgesic,Injection,92 mg,Roche Holding AG,Depression,Over-the-Counter,,15,2025-10-16,2025-05-18,2027-05-18,,Once Daily,5,Completed,09:00 AM
Dolonazole,Antiviral,Syrup,505 mg,Novo Nordisk A/S,Infection,Over-the-Counter,,60,2026-05-21,2026-04-11,2028-04-10,,Twice Daily,9,Active,09:00 AM
Acetophen,Antipyretic,Drops,784 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,60,2025-12-02,2025-06-27,2027-06-27,,Weekly,14,Completed,08:00 AM
Acetoprofen,Antiviral,Ointment,53 mg,Amgen Inc.,Wound,Over-the-Counter,,120,2026-08-02,2026-06-01,2028-05-31,,Once Daily,108,Active,08:00 AM
Claristatin,Antifungal,Capsule,472 mg,Boehringer Ingelheim GmbH,Wound,Prescription,,15,2026-05-03,2025-11-08,2027-11-08,,Weekly,14,Active,01:00 PM
Ibupronazole,Analgesic,Ointment,548 mg,Novartis AG,Depression,Prescription,,15,2026-05-02,2026-02-01,2028-02-01,,Weekly,2,Completed,09:00 AM
Cefvir,Analgesic,Capsule,305 mg,Bristol-Myers Squibb Company,Wound,Prescription,,15,2026-05-23,2026-04-16,2028-04-15,,Twice Daily,7,Active,09:00 AM
Cefnazole,Antiviral,Injection,697 mg,Bristol-Myers Squibb Company,Fever,Prescription,,120,2025-12-19,2025-11-03,2027-11-03,,Twice Daily,107,Completed,01:00 PM
Clarivir,Antifungal,Inhaler,438 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,60,2026-04-07,2025-10-13,2027-10-13,,Once Daily,30,Completed,06:00 PM
Dextrovir,Antifungal,Inhaler,827 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,,15,2026-06-26,2026-01-03,2028-01-03,,Three Times Daily,7,Completed,01:00 PM
Acetomycin,Antiviral,Tablet,176 mg,Biogen Inc.,Wound,Prescription,,15,2025-11-30,2025-08-13,2027-08-13,,Twice Daily,15,Active,01:00 PM
Amoxivir,Antifungal,Ointment,279 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,,60,2025-09-21,2025-05-07,2027-05-07,,Once Daily,29,Active,06:00 PM
Dolomet,Antidiabetic,Capsule,898 mg,Johnson & Johnson,Fever,Over-the-Counter,,15,2025-11-01,2025-09-01,2027-09-01,,Weekly,5,Completed,08:00 AM
Ibuprostatin,Antiseptic,Cream,256 mg,AstraZeneca plc,Fungus,Over-the-Counter,,120,2025-10-05,2025-05-24,2027-05-24,,Three Times Daily,7,Active,08:00 AM
Doloprofen,Antidiabetic,Syrup,942 mg,"Merck & Co., Inc.",Fever,Prescription,,15,2025-08-13,2025-03-26,2027-03-26,,Once Daily,14,Active,08:00 AM
Metophen,Antibiotic,Tablet,197 mg,Sanofi S.A.,Depression,Over-the-Counter,,30,2025-08-06,2025-06-07,2027-06-07,,Weekly,5,Completed,09:00 AM
Metovir,Antipyretic,Drops,493 mg,Sanofi S.A.,Fever,Over-the-Counter,,60,2025-09-28,2025-05-09,2027-05-09,,Weekly,23,Completed,01:00 PM
Acetocillin,Antidepressant,Ointment,765 mg,Bristol-Myers Squibb Company,Fever,Prescription,,90,2026-07-04,2026-05-19,2028-05-18,,Twice Daily,14,Active,06:00 PM
Ibupromycin,Antifungal,Syrup,815 mg,Pfizer Inc.,Fever,Over-the-Counter,,15,2025-12-16,2025-07-20,2027-07-20,,Twice Daily,8,Active,06:00 PM
Dextromet,Antibiotic,Syrup,257 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,60,2026-01-13,2025-10-15,2027-10-15,,Once Daily,40,Active,08:00 AM
Ibuprostatin,Antiviral,Ointment,935 mg,Johnson & Johnson,Fever,Over-the-Counter,,90,2025-08-17,2025-06-05,2027-06-05,,Once Daily,67,Completed,09:00 AM
Cefprofen,Antidepressant,Tablet,401 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter,,120,2025-08-03,2025-04-15,2027-04-15,,Three Times Daily,112,Completed,09:00 AM
Dextronazole,Antibiotic,Tablet,491 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,,120,2025-11-10,2025-06-27,2027-06-27,,Twice Daily,118,Active,06:00 PM
Doloprofen,Antidiabetic,Inhaler,131 mg,"Merck & Co., Inc.",Diabetes,Prescription,,90,2026-04-12,2025-11-27,2027-11-27,,Three Times Daily,64,Active,09:00 PM
Dextromet,Antidiabetic,Syrup,591 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,,15,2025-10-25,2025-09-02,2027-09-02,,Weekly,5,Completed,09:00 PM
Acetovir,Antifungal,Drops,521 mg,Novo Nordisk A/S,Depression,Over-the-Counter,,15,2026-03-31,2026-01-19,2028-01-19,,Three Times Daily,7,Active,09:00 AM
Doloprofen,Antidepressant,Syrup,223 mg,Amgen Inc.,Wound,Over-the-Counter,,90,2025-11-11,2025-06-21,2027-06-21,,Once Daily,24,Completed,09:00 PM
Cefphen,Antibiotic,Cream,461 mg,Roche Holding AG,Depression,Prescription,,15,2026-06-04,2026-04-13,2028-04-12,,Weekly,7,Active,08:00 AM
Dolophen,Analgesic,Syrup,581 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,120,2025-09-18,2025-06-13,2027-06-13,,Once Daily,30,Active,06:00 PM
Dextromet,Antifungal,Drops,94 mg,AstraZeneca plc,Fever,Prescription,,15,2026-06-01,2026-03-18,2028-03-17,,Three Times Daily,15,Active,06:00 PM
Dextroprofen,Antidepressant,Drops,389 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter,,60,2026-01-04,2025-11-16,2027-11-16,,Weekly,7,Active,01:00 PM
Clarivir,Antipyretic,Drops,730 mg,Pfizer Inc.,Pain,Over-the-Counter,,30,2025-10-14,2025-08-22,2027-08-22,,Once Daily,2,Active,09:00 AM
Amoxivir,Antiseptic,Syrup,198 mg,Sanofi S.A.,Virus,Prescription,,60,2026-06-08,2026-02-17,2028-02-17,,Three Times Daily,32,Completed,01:00 PM
Cefprofen,Antiviral,Inhaler,391 mg,Eli Lilly and Company,Depression,Over-the-Counter,,15,2026-03-10,2025-11-14,2027-11-14,,Weekly,4,Completed,09:00 AM
Ibuproprofen,Antidepressant,Tablet,782 mg,Novartis AG,Fever,Prescription,,60,2025-08-11,2025-03-24,2027-03-24,,Weekly,16,Completed,01:00 PM
Cefprofen,Antiviral,Ointment,404 mg,Novo Nordisk A/S,Pain,Over-the-Counter,,90,2025-08-28,2025-06-18,2027-06-18,,Twice Daily,4,Active,06:00 PM
Ibuproprofen,Antidepressant,Tablet,549 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,,15,2026-04-27,2026-01-01,2028-01-01,,Once Daily,9,Completed,09:00 PM
Claricillin,Antipyretic,Injection,375 mg,Johnson & Johnson,Fever,Prescription,,60,2026-05-30,2025-12-21,2027-12-21,,Once Daily,10,Active,09:00 AM
Dextromycin,Antidiabetic,Ointment,272 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,30,2026-06-05,2026-02-01,2028-02-01,,Weekly,2,Completed,09:00 PM
Dolocillin,Analgesic,Capsule,225 mg,Sanofi S.A.,Depression,Over-the-Counter,,60,2025-12-31,2025-08-22,2027-08-22,,Three Times Daily,8,Active,06:00 PM
Ibuprophen,Antipyretic,Tablet,118 mg,Pfizer Inc.,Virus,Over-the-Counter,,30,2025-12-09,2025-10-28,2027-10-28,,Once Daily,7,Completed,09:00 PM
Cefphen,Antipyretic,Tablet,999 mg,AstraZeneca plc,Depression,Prescription,,60,2025-12-12,2025-10-10,2027-10-10,,Three Times Daily,42,Completed,08:00 AM
Dolophen,Antidepressant,Tablet,650 mg,Novo Nordisk A/S,Depression,Prescription,,30,2026-04-18,2025-11-22,2027-11-22,,Once Daily,19,Active,09:00 PM
Ibupronazole,Antidiabetic,Inhaler,886 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,120,2026-04-03,2026-01-06,2028-01-06,,Once Daily,58,Active,09:00 AM
Cefmet,Antipyretic,Inhaler,222 mg,Johnson & Johnson,Fungus,Over-the-Counter,,15,2025-09-25,2025-08-26,2027-08-26,,Three Times Daily,11,Active,01:00 PM
Clariphen,Antifungal,Cream,90 mg,Novartis AG,Virus,Over-the-Counter,,60,2026-06-26,2026-04-23,2028-04-22,,Twice Daily,1,Active,09:00 PM
Metophen,Antiviral,Capsule,218 mg,AbbVie Inc.,Infection,Prescription,,30,2025-12-08,2025-07-22,2027-07-22,,Weekly,16,Active,06:00 PM
Dolophen,Antipyretic,Ointment,66 mg,CSL Limited,Fungus,Prescription,,30,2026-02-27,2025-11-06,2027-11-06,,Three Times Daily,4,Active,09:00 AM
Acetophen,Antibiotic,Tablet,21 mg,Novartis AG,Virus,Over-the-Counter,,120,2026-02-27,2025-09-25,2027-09-25,,Once Daily,109,Completed,01:00 PM
Dolocillin,Antiseptic,Capsule,279 mg,"Merck & Co., Inc.",Depression,Prescription,,120,2025-08-26,2025-05-10,2027-05-10,,Once Daily,104,Completed,06:00 PM
Dextrocillin,Antiviral,Ointment,252 mg,Amgen Inc.,Fever,Over-the-Counter,,60,2026-03-23,2025-11-07,2027-11-07,,Once Daily,60,Completed,09:00 AM
Metovir,Antiseptic,Cream,44 mg,Novartis AG,Depression,Over-the-Counter,,15,2026-03-08,2025-09-24,2027-09-24,,Three Times Daily,9,Completed,09:00 PM
Dextromet,Antifungal,Injection,731 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,60,2025-10-11,2025-06-07,2027-06-07,,Once Daily,13,Active,09:00 PM
Dolostatin,Antiviral,Drops,865 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,,15,2026-07-22,2026-02-09,2028-02-09,,Three Times Daily,10,Completed,01:00 PM
Dolonazole,Analgesic,Capsule,101 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,,15,2025-10-22,2025-08-13,2027-08-13,,Twice Daily,14,Active,08:00 AM
Ibupronazole,Antidepressant,Syrup,504 mg,Pfizer Inc.,Diabetes,Over-the-Counter,,120,2026-05-16,2026-03-04,2028-03-03,,Three Times Daily,120,Active,09:00 PM
Dextrocillin,Antidiabetic,Ointment,359 mg,Bayer AG,Fever,Over-the-Counter,,15,2025-12-23,2025-09-22,2027-09-22,,Weekly,5,Completed,09:00 AM
Acetomycin,Analgesic,Ointment,755 mg,Bayer AG,Wound,Over-the-Counter,,60,2026-05-05,2025-12-29,2027-12-29,,Weekly,12,Completed,01:00 PM
Claristatin,Analgesic,Drops,636 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter,,90,2026-07-31,2026-04-01,2028-03-31,,Twice Daily,5,Active,08:00 AM
Metoprofen,Antiseptic,Injection,113 mg,"Merck & Co., Inc.",Wound,Prescription,,120,2026-06-06,2026-02-25,2028-02-25,,Once Daily,61,Completed,09:00 AM
Clariphen,Analgesic,Ointment,512 mg,"Merck & Co., Inc.",Fungus,Prescription,,30,2025-09-25,2025-07-18,2027-07-18,,Once Daily,12,Active,09:00 PM
Ibupronazole,Antifungal,Capsule,157 mg,GlaxoSmithKline plc,Pain,Over-the-Counter,,120,2026-03-11,2025-10-27,2027-10-27,,Weekly,5,Active,01:00 PM
Cefmycin,Antibiotic,Tablet,38 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,15,2025-09-22,2025-03-28,2027-03-28,,Weekly,5,Active,09:00 AM
Acetovir,Antiviral,Ointment,731 mg,AbbVie Inc.,Infection,Over-the-Counter,,15,2026-05-05,2026-03-13,2028-03-12,,Once Daily,9,Active,01:00 PM
Acetomycin,Antibiotic,Drops,603 mg,Biogen Inc.,Pain,Over-the-Counter,,120,2026-06-20,2026-01-13,2028-01-13,,Twice Daily,44,Active,09:00 AM
Ibuprophen,Antifungal,Inhaler,451 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,120,2026-04-09,2026-01-22,2028-01-22,,Once Daily,14,Active,01:00 PM
Metostatin,Antibiotic,Injection,19 mg,Biogen Inc.,Fever,Prescription,,60,2025-12-07,2025-06-12,2027-06-12,,Three Times Daily,30,Active,09:00 PM
Ibupromycin,Antidepressant,Cream,25 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,120,2026-05-17,2026-02-11,2028-02-11,,Weekly,83,Completed,08:00 AM
Dextromycin,Antidiabetic,Capsule,708 mg,"Gilead Sciences, Inc.",Fungus,Prescription,,30,2025-09-20,2025-07-07,2027-07-07,,Once Daily,13,Active,09:00 PM
Dolovir,Antidepressant,Syrup,678 mg,AstraZeneca plc,Diabetes,Over-the-Counter,,15,2025-10-02,2025-08-10,2027-08-10,,Once Daily,14,Completed,08:00 AM
Acetomet,Analgesic,Cream,948 mg,Roche Holding AG,Infection,Over-the-Counter,,90,2025-09-18,2025-06-10,2027-06-10,,Twice Daily,82,Completed,06:00 PM
Acetonazole,Analgesic,Ointment,543 mg,Novo Nordisk A/S,Depression,Over-the-Counter,,30,2026-02-24,2025-10-06,2027-10-06,,Weekly,19,Completed,08:00 AM
Dolomycin,Antidepressant,Injection,537 mg,Roche Holding AG,Fever,Prescription,,90,2026-06-16,2026-05-17,2028-05-16,,Once Daily,72,Completed,08:00 AM
Dextronazole,Analgesic,Cream,176 mg,Sanofi S.A.,Fever,Prescription,,90,2025-10-27,2025-06-07,2027-06-07,,Once Daily,51,Active,09:00 PM
Ibuprostatin,Antifungal,Drops,319 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter,,15,2025-08-26,2025-04-11,2027-04-11,,Twice Daily,7,Active,09:00 AM
Dolomycin,Antiseptic,Tablet,281 mg,Novartis AG,Fever,Over-the-Counter,,15,2025-08-20,2025-04-20,2027-04-20,,Once Daily,1,Completed,09:00 PM
Amoxiprofen,Antidepressant,Syrup,60 mg,CSL Limited,Virus,Prescription,,30,2025-10-13,2025-07-26,2027-07-26,,Twice Daily,26,Active,01:00 PM
Dolovir,Antipyretic,Cream,540 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,90,2026-03-16,2026-01-10,2028-01-10,,Twice Daily,27,Active,08:00 AM
Dextrovir,Antidepressant,Injection,138 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,,15,2025-09-18,2025-07-07,2027-07-07,,Weekly,15,Completed,06:00 PM
Ibuprovir,Antiviral,Syrup,589 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,,90,2025-09-03,2025-03-26,2027-03-26,,Weekly,1,Active,01:00 PM
Clariprofen,Antiviral,Capsule,372 mg,Pfizer Inc.,Depression,Prescription,,90,2026-05-05,2026-03-03,2028-03-02,,Weekly,66,Active,06:00 PM
Amoxiphen,Antipyretic,Capsule,961 mg,GlaxoSmithKline plc,Depression,Prescription,,90,2025-12-13,2025-08-23,2027-08-23,,Once Daily,40,Active,09:00 PM
Clarivir,Antifungal,Tablet,97 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,30,2025-12-28,2025-10-16,2027-10-16,,Three Times Daily,18,Active,09:00 PM
Amoxivir,Antidepressant,Cream,230 mg,Johnson & Johnson,Infection,Prescription,,90,2026-02-12,2025-11-06,2027-11-06,,Once Daily,41,Completed,06:00 PM
Clarimet,Analgesic,Capsule,20 mg,Johnson & Johnson,Depression,Prescription,,90,2026-01-13,2025-12-01,2027-12-01,,Twice Daily,77,Active,08:00 AM
Metoprofen,Antiseptic,Tablet,486 mg,Johnson & Johnson,Virus,Prescription,,90,2026-03-10,2025-12-01,2027-12-01,,Twice Daily,56,Completed,08:00 AM
Claricillin,Antiseptic,Injection,463 mg,Bayer AG,Pain,Over-the-Counter,,120,2026-01-01,2025-07-06,2027-07-06,,Once Daily,23,Completed,09:00 AM
Metophen,Antibiotic,Capsule,89 mg,AbbVie Inc.,Fever,Prescription,,15,2025-11-08,2025-09-23,2027-09-23,,Once Daily,10,Completed,08:00 AM
Ibupromet,Antibiotic,Drops,919 mg,Biogen Inc.,Depression,Prescription,,30,2025-12-02,2025-09-07,2027-09-07,,Weekly,2,Completed,09:00 PM
Ibuprophen,Antiviral,Drops,617 mg,CSL Limited,Diabetes,Over-the-Counter,,120,2026-01-18,2025-09-07,2027-09-07,,Twice Daily,14,Completed,09:00 PM
Acetocillin,Antibiotic,Inhaler,742 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,,30,2026-07-23,2026-04-16,2028-04-15,,Twice Daily,15,Completed,06:00 PM
Metostatin,Analgesic,Syrup,761 mg,Novartis AG,Depression,Over-the-Counter,,120,2025-11-12,2025-08-07,2027-08-07,,Twice Daily,91,Completed,08:00 AM
Dolostatin,Antidepressant,Inhaler,332 mg,"Merck & Co., Inc.",Depression,Prescription,,30,2025-12-30,2025-10-05,2027-10-05,,Three Times Daily,29,Active,09:00 PM
Cefstatin,Antidiabetic,Syrup,456 mg,"Merck & Co., Inc.",Wound,Prescription,,15,2025-12-29,2025-08-27,2027-08-27,,Once Daily,13,Active,01:00 PM
Dolophen,Antidepressant,Inhaler,166 mg,"Gilead Sciences, Inc.",Pain,Prescription,,120,2026-04-21,2025-12-17,2027-12-17,,Twice Daily,1,Completed,09:00 PM
Dextrophen,Antidiabetic,Injection,286 mg,Eli Lilly and Company,Virus,Over-the-Counter,,90,2026-02-01,2025-11-10,2027-11-10,,Three Times Daily,28,Completed,08:00 AM
Cefphen,Analgesic,Tablet,184 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,60,2025-08-28,2025-07-28,2027-07-28,,Three Times Daily,24,Completed,09:00 PM
Dextrovir,Antipyretic,Cream,523 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,120,2025-08-17,2025-04-20,2027-04-20,,Three Times Daily,69,Completed,09:00 AM
Acetophen,Antifungal,Capsule,151 mg,Eli Lilly and Company,Infection,Prescription,,120,2026-06-01,2026-04-06,2028-04-05,,Once Daily,3,Active,06:00 PM
Amoximet,Antiviral,Capsule,378 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter,,120,2025-11-10,2025-06-27,2027-06-27,,Twice Daily,7,Active,01:00 PM
Metovir,Antibiotic,Injection,148 mg,Amgen Inc.,Diabetes,Over-the-Counter,,30,2025-11-23,2025-09-08,2027-09-08,,Weekly,28,Active,06:00 PM
Ibuprophen,Antiseptic,Cream,4 mg,Novartis AG,Diabetes,Prescription,,120,2026-06-03,2026-01-03,2028-01-03,,Once Daily,40,Active,09:00 PM
Clarimycin,Antibiotic,Inhaler,181 mg,AstraZeneca plc,Infection,Prescription,,60,2026-05-21,2025-12-21,2027-12-21,,Once Daily,50,Active,08:00 AM
Acetomet,Antifungal,Injection,687 mg,CSL Limited,Fever,Prescription,,90,2026-06-18,2026-05-16,2028-05-15,,Once Daily,46,Completed,09:00 PM
Metocillin,Antiseptic,Ointment,609 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,,30,2025-11-25,2025-09-28,2027-09-28,,Three Times Daily,12,Completed,06:00 PM
Dextrophen,Antidepressant,Ointment,639 mg,"Gilead Sciences, Inc.",Wound,Prescription,,60,2026-03-04,2025-10-02,2027-10-02,,Weekly,56,Completed,09:00 AM
Clarimet,Antibiotic,Inhaler,664 mg,Biogen Inc.,Infection,Prescription,,30,2026-03-29,2026-02-01,2028-02-01,,Weekly,9,Active,09:00 PM
Claristatin,Antipyretic,Syrup,694 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,120,2026-03-03,2026-01-06,2028-01-06,,Twice Daily,26,Completed,08:00 AM
Ibupronazole,Antipyretic,Injection,480 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription,,60,2025-09-20,2025-05-03,2027-05-03,,Once Daily,4,Active,01:00 PM
Dolophen,Antiseptic,Capsule,962 mg,AstraZeneca plc,Pain,Prescription,,120,2026-06-09,2026-03-16,2028-03-15,,Weekly,5,Completed,09:00 AM
Dolomycin,Antidiabetic,Cream,656 mg,Bayer AG,Pain,Over-the-Counter,,120,2026-06-12,2026-04-06,2028-04-05,,Twice Daily,42,Completed,06:00 PM
Amoxiphen,Antipyretic,Ointment,309 mg,Boehringer Ingelheim GmbH,Virus,Prescription,,60,2025-08-14,2025-06-14,2027-06-14,,Weekly,42,Active,01:00 PM
